0.000000000000000000e+00 -9.997500000000000275e-01 1.286209999999999987e+01 1.036829999999999963e+01 1.043829999999999991e+01 1.166990000000000016e+01
1.000000000000000000e+00 -9.994720000000000271e-01 1.286170000000000080e+01 1.036819999999999986e+01 1.043750000000000000e+01 1.166970000000000063e+01
2.000000000000000000e+00 -9.991940000000000266e-01 1.286069999999999958e+01 1.036860000000000070e+01 1.043699999999999939e+01 1.166960000000000086e+01
3.000000000000000000e+00 -9.989160000000000261e-01 1.286020000000000074e+01 1.036860000000000070e+01 1.043699999999999939e+01 1.166970000000000063e+01
4.000000000000000000e+00 -9.986270000000000424e-01 1.285950000000000060e+01 1.036880000000000024e+01 1.043740000000000023e+01 1.166990000000000016e+01
5.000000000000000000e+00 -9.983490000000000419e-01 1.285940000000000083e+01 1.036909999999999954e+01 1.043759999999999977e+01 1.167019999999999946e+01
6.000000000000000000e+00 -9.980710000000000415e-01 1.285950000000000060e+01 1.036950000000000038e+01 1.043779999999999930e+01 1.167019999999999946e+01
7.000000000000000000e+00 -9.977930000000000410e-01 1.285870000000000068e+01 1.036960000000000015e+01 1.043720000000000070e+01 1.166980000000000040e+01
8.000000000000000000e+00 -9.975150000000000405e-01 1.285790000000000077e+01 1.036930000000000085e+01 1.043650000000000055e+01 1.166939999999999955e+01
9.000000000000000000e+00 -9.972269999999999746e-01 1.285730000000000040e+01 1.036919999999999931e+01 1.043619999999999948e+01 1.166929999999999978e+01
1.000000000000000000e+01 -9.969479999999999453e-01 1.285689999999999955e+01 1.036950000000000038e+01 1.043619999999999948e+01 1.166920000000000002e+01
1.100000000000000000e+01 -9.966699999999999449e-01 1.285650000000000048e+01 1.036960000000000015e+01 1.043629999999999924e+01 1.166949999999999932e+01
1.200000000000000000e+01 -9.963920000000000554e-01 1.285689999999999955e+01 1.036940000000000062e+01 1.043619999999999948e+01 1.166980000000000040e+01
1.300000000000000000e+01 -9.961140000000000549e-01 1.285629999999999917e+01 1.036950000000000038e+01 1.043650000000000055e+01 1.166999999999999993e+01
1.400000000000000000e+01 -9.958259999999999890e-01 1.285580000000000034e+01 1.036979999999999968e+01 1.043679999999999986e+01 1.167029999999999923e+01
1.500000000000000000e+01 -9.955479999999999885e-01 1.285529999999999973e+01 1.036960000000000015e+01 1.043670000000000009e+01 1.167029999999999923e+01
